feed_id,reported_time,threat_category_raw,confidence_score,source_name,geo_hint
EXT-401571,2026-07-04T13:00:00,Physical,90.2,GlobalIntel API,Northern District
EXT-401572,2026-07-26T00:00:00,Cyber,67.3,ThreatWatch Intl,
EXT-401573,2026-04-30T00:00:00,CYBER-related,99.0,ThreatWatch Intl,Western Zone
EXT-401574,2026-06-13T01:00:00,Cyber,66.2,OpenCTI Mirror,Zone J
EXT-401575,2026-06-09T10:00:00,CYBER-related,37.9,CyberSentry Feed,Zone F
EXT-401576,2026-05-31T18:00:00,Environmental,65.0,GlobalIntel API,Eastern Corridor
EXT-401577,2026-06-11T23:00:00,Physical,42.3,GlobalIntel API,Northern District
EXT-401578,2026-07-11T15:00:00,Physical,66.0,ThreatWatch Intl,Southern Belt
EXT-401579,2026-05-07T17:00:00,CYBER-related,31.3,ThreatWatch Intl,Zone J
EXT-401580,2026-05-04T00:00:00,intrusion,89.4,ThreatWatch Intl,
EXT-401581,2026-06-04T20:00:00,Other,75.6,OpenCTI Mirror,Northern District
EXT-401582,2026-06-11T15:00:00,Other,39.8,CyberSentry Feed,Zone I
EXT-401583,2026-07-23T08:00:00,Physical,40.5,OpenCTI Mirror,Zone F
EXT-401584,2026-05-04T10:00:00,Cyber,83.7,OpenCTI Mirror,Zone I
EXT-401585,2026-05-31T19:00:00,Other,73.9,CyberSentry Feed,Western Zone
EXT-401586,2026-05-27T18:00:00,Intrusion,81.4,CyberSentry Feed,Zone F
EXT-401587,2026-06-03T05:00:00,,56.4,OpenCTI Mirror,
EXT-401588,2026-07-21T22:00:00,Environmental,80.4,CyberSentry Feed,Southern Belt
EXT-401589,2026-05-23T07:00:00,intrusion,28.2,OpenCTI Mirror,Western Zone
EXT-401590,2026-05-27T01:00:00,Environmental,68.7,CyberSentry Feed,Northern District
EXT-401591,2026-07-18T09:00:00,CYBER-related,57.7,GlobalIntel API,Central Hub
EXT-401592,2026-07-25T04:00:00,Physical,64.4,ThreatWatch Intl,Western Zone
EXT-401593,2026-05-23T08:00:00,Cyber,59.8,ThreatWatch Intl,Zone H
EXT-401594,2026-07-25T23:00:00,Physical,87.6,GlobalIntel API,Southern Belt
EXT-401595,2026-07-08T02:00:00,Other,51.9,ThreatWatch Intl,Central Hub
EXT-401596,2026-06-06T18:00:00,Physical,44.7,GlobalIntel API,Southern Belt
EXT-401597,2026-06-23T12:00:00,intrusion,67.7,CyberSentry Feed,Eastern Corridor
EXT-401598,2026-07-11T16:00:00,Environmental,54.3,ThreatWatch Intl,Zone G
EXT-401599,2026-07-18T12:00:00,Other,75.7,CyberSentry Feed,Western Zone
